Value,Count,bps_aoi,evt_aoi,Freq,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,FRG_NEW,ACRES,REL_PERCEN,Freq_1,ACRES_1,REL_PERCEN_1,Freq_12,EVT_NAME,EVT_PHYS,EVT_GP_N,ACRES_12,REL_PERCEN_12
1,2456.000000000000000,-1111,7302,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
2,347.000000000000000,-1111,9089,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
3,1224.000000000000000,-1111,9817,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
4,79.000000000000000,-1111,9317,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
5,34282.000000000000000,-1111,7292,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,14882453.000000000000000,3309778.000000000000000,5.300000000000000,14882453.000000000000000,Open Water,Open Water,Open Water,3309778.000000000000000,5.300000000000000
6,1218.000000000000000,-1111,9118,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
7,134.000000000000000,-1111,9055,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,987323.000000000000000,219575.000000000000000,0.300000000000000,987323.000000000000000,Boreal-Laurentian Bog,Riparian,Peatland Forests,219575.000000000000000,0.300000000000000
8,3981.000000000000000,-1111,7301,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
9,14848171.000000000000000,11,7292,14848171.000000000000000,0,Open Water,Open Water,-9999,-9999,-9999,-9999,-9999,3302154.000000000000000,5.300000000000000,14882453.000000000000000,3309778.000000000000000,5.300000000000000,14882453.000000000000000,Open Water,Open Water,Open Water,3309778.000000000000000,5.300000000000000
10,1280.000000000000000,-1111,9056,45823.000000000000000,-1111,Fill-Not Mapped,Fill-Not Mapped,-9999,-9999,-9999,-9999,-9999,10191.000000000000000,0.000000000000000,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
11,1065474.000000000000000,1608,9120,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
12,931403.000000000000000,1613,9120,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
13,248794.000000000000000,1608,9118,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
14,84495.000000000000000,1613,9118,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
15,369675.000000000000000,1613,9620,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,2468089.000000000000000,548890.000000000000000,0.900000000000000,2468089.000000000000000,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,548890.000000000000000,0.900000000000000
16,637838.000000000000000,1613,9056,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
17,4096581.000000000000000,1608,7481,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
18,844003.000000000000000,1613,7481,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
19,173484.000000000000000,1613,9057,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
20,680173.000000000000000,1608,9057,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
21,8936821.000000000000000,1608,9056,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
22,652315.000000000000000,1608,9620,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,2468089.000000000000000,548890.000000000000000,0.900000000000000,2468089.000000000000000,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,548890.000000000000000,0.900000000000000
23,253826.000000000000000,1608,9117,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
24,44632.000000000000000,1613,9117,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
25,12307.000000000000000,1608,7444,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
26,24580.000000000000000,1613,7301,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
27,18434.000000000000000,1605,7444,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
28,311940.000000000000000,1608,7301,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
29,44992.000000000000000,1613,9817,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
30,984804.000000000000000,1605,7481,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
31,145803.000000000000000,1608,9817,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
32,65458.000000000000000,1608,9088,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,870223.000000000000000,193533.000000000000000,0.300000000000000,870223.000000000000000,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Jack Pine Forest,193533.000000000000000,0.300000000000000
33,168313.000000000000000,1610,9117,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
34,5917.000000000000000,1610,7444,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
35,1735189.000000000000000,1610,7481,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
36,1097.000000000000000,1597,7444,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
37,21913.000000000000000,1597,9117,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
38,280753.000000000000000,1597,7481,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
39,107297.000000000000000,1610,9817,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
40,1801384.000000000000000,1596,7481,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
41,46531.000000000000000,1610,9118,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
42,77014.000000000000000,1610,9112,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
43,663648.000000000000000,1610,9056,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
44,4425.000000000000000,1610,7905,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
45,10163.000000000000000,1610,9088,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,870223.000000000000000,193533.000000000000000,0.300000000000000,870223.000000000000000,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Jack Pine Forest,193533.000000000000000,0.300000000000000
46,275165.000000000000000,1610,7301,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
47,521411.000000000000000,1593,7301,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
48,2357.000000000000000,1610,7929,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,683344.000000000000000,151972.000000000000000,0.200000000000000,683344.000000000000000,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous,151972.000000000000000,0.200000000000000
49,217673.000000000000000,1610,9089,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
50,720872.000000000000000,1610,7302,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
51,67054.000000000000000,1593,9817,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
52,556727.000000000000000,1593,9112,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
53,20004.000000000000000,1610,9317,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
54,1840.000000000000000,1610,7926,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,288158.000000000000000,64085.000000000000000,0.100000000000000,288158.000000000000000,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,64085.000000000000000,0.100000000000000
55,206034.000000000000000,1610,9620,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,2468089.000000000000000,548890.000000000000000,0.900000000000000,2468089.000000000000000,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,548890.000000000000000,0.900000000000000
56,483350.000000000000000,1608,9089,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
57,4396.000000000000000,1610,7296,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,1480081.000000000000000,329162.000000000000000,0.500000000000000,1480081.000000000000000,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity,329162.000000000000000,0.500000000000000
58,182.000000000000000,1610,7909,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,19847.000000000000000,4414.000000000000000,0.000000000000000,19847.000000000000000,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,4414.000000000000000,0.000000000000000
59,41682.000000000000000,1608,9317,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
60,766650.000000000000000,1608,7302,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
61,336254.000000000000000,1610,9120,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
62,2056.000000000000000,1610,7906,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,659226.000000000000000,146608.000000000000000,0.200000000000000,659226.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,146608.000000000000000,0.200000000000000
63,350978.000000000000000,1593,7302,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
64,16669.000000000000000,1593,9317,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
65,232632.000000000000000,1588,7301,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
66,1613547.000000000000000,1596,9089,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
67,14048.000000000000000,1613,7444,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
68,468598.000000000000000,1588,9817,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
69,3934369.000000000000000,1596,7302,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
70,433675.000000000000000,1596,9817,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
